model,target_end_date,scale,rel_wis
RobertWalraven-ESG,2022-07-23,log,1.4637132184047583
SDSC_ISG-TrendModel,2022-07-23,log,1.2985835534407353
ULZF-SEIRC19SI,2022-07-23,log,1.758168529058458
USC-SIkJalpha,2022-07-23,log,1.2080218009284425
UpgUmibUsi-MultiBayes,2022-07-23,log,2.2926220486552733
epiMOX-SUIHTER,2022-07-23,log,2.2753245132223734
epiforecasts-EpiNow2,2022-07-23,log,1.1907806353540369
itwm-dSEIR,2022-07-23,log,1.6389186725788876
EuroCOVIDhub-baseline,2022-07-23,natural,1.3251546918831485
EuroCOVIDhub-ensemble,2022-07-23,natural,1
FIAS_FZJ-Epi1Ger,2022-07-23,natural,0.3301466910540946
HZI-AgeExtendedSEIR,2022-07-23,natural,1.2689014107351124
ICM-agentModel,2022-07-23,natural,1.3654223110918156
ILM-EKF,2022-07-23,natural,2.8132721380832675
ITWW-county_repro,2022-07-23,natural,3.4029654422927464
Karlen-pypm,2022-07-23,natural,0.8158141142619868
MIT_CovidAnalytics-DELPHI,2022-07-23,natural,2.7786163598683564
MOCOS-agent1,2022-07-23,natural,2.131684698794703
MUNI-ARIMA,2022-07-23,natural,1.158901660131289
RobertWalraven-ESG,2022-07-23,natural,1.276479908554013
SDSC_ISG-TrendModel,2022-07-23,natural,1.6067394552088876
ULZF-SEIRC19SI,2022-07-23,natural,2.053816305557809
USC-SIkJalpha,2022-07-23,natural,1.1723856531112251
UpgUmibUsi-MultiBayes,2022-07-23,natural,2.339189258376309
epiMOX-SUIHTER,2022-07-23,natural,2.319830257952607
epiforecasts-EpiNow2,2022-07-23,natural,1.7738850277168356
itwm-dSEIR,2022-07-23,natural,2.1300759198611887
EuroCOVIDhub-baseline,2022-07-30,log,1.9351447592829452
EuroCOVIDhub-ensemble,2022-07-30,log,1
HZI-AgeExtendedSEIR,2022-07-30,log,2.3700910504183224
ICM-agentModel,2022-07-30,log,0.8659866137595943
ILM-EKF,2022-07-30,log,1.1789179439554902
ITWW-county_repro,2022-07-30,log,1.7369466838576604
Karlen-pypm,2022-07-30,log,1.1178651986677186
MIT_CovidAnalytics-DELPHI,2022-07-30,log,7.450911918402306
MOCOS-agent1,2022-07-30,log,2.3347917684381554
MUNI-ARIMA,2022-07-30,log,1.0786624375559306
RobertWalraven-ESG,2022-07-30,log,1.6364522391334027
SDSC_ISG-TrendModel,2022-07-30,log,1.5838334879598392
ULZF-SEIRC19SI,2022-07-30,log,1.3152634730210604
USC-SIkJalpha,2022-07-30,log,1.152076129122709
UpgUmibUsi-MultiBayes,2022-07-30,log,4.178558568424842
epiMOX-SUIHTER,2022-07-30,log,3.3915368696107797
itwm-dSEIR,2022-07-30,log,1.047597530424883
EuroCOVIDhub-baseline,2022-07-30,natural,1.6363216659121116
EuroCOVIDhub-ensemble,2022-07-30,natural,1
HZI-AgeExtendedSEIR,2022-07-30,natural,2.086239357976562
ICM-agentModel,2022-07-30,natural,1.0681843110280766
ILM-EKF,2022-07-30,natural,4.114799195930737
ITWW-county_repro,2022-07-30,natural,2.0913009764106656
Karlen-pypm,2022-07-30,natural,1.276549626656484
MIT_CovidAnalytics-DELPHI,2022-07-30,natural,5.078772737278211
MOCOS-agent1,2022-07-30,natural,2.486723515802954
MUNI-ARIMA,2022-07-30,natural,1.0712376780239972
RobertWalraven-ESG,2022-07-30,natural,1.5249108285765978
SDSC_ISG-TrendModel,2022-07-30,natural,1.1015843328590302
ULZF-SEIRC19SI,2022-07-30,natural,1.3929485857338504
USC-SIkJalpha,2022-07-30,natural,1.2972661832857244
UpgUmibUsi-MultiBayes,2022-07-30,natural,4.157338895633016
epiMOX-SUIHTER,2022-07-30,natural,3.485304308151601
itwm-dSEIR,2022-07-30,natural,1.3389229897172477
EuroCOVIDhub-baseline,2022-08-06,log,1.6352706637774463
EuroCOVIDhub-ensemble,2022-08-06,log,1
HZI-AgeExtendedSEIR,2022-08-06,log,1.7984723264471665
ICM-agentModel,2022-08-06,log,0.8768468549066363
ILM-EKF,2022-08-06,log,1.037595923944393
ITWW-county_repro,2022-08-06,log,3.393885448734984
Karlen-pypm,2022-08-06,log,1.5712829249852343
MIT_CovidAnalytics-DELPHI,2022-08-06,log,6.111347265540918
MOCOS-agent1,2022-08-06,log,1.4966214512101408
MUNI-ARIMA,2022-08-06,log,1.1644712283356593
RobertWalraven-ESG,2022-08-06,log,1.5465670176389676
SDSC_ISG-TrendModel,2022-08-06,log,1.5151429217296013
ULZF-SEIRC19SI,2022-08-06,log,1.716004306127939
USC-SIkJalpha,2022-08-06,log,0.930788625533881
UpgUmibUsi-MultiBayes,2022-08-06,log,1.1302031667042765
epiMOX-SUIHTER,2022-08-06,log,1.5005440979447062
itwm-dSEIR,2022-08-06,log,1.1150307573368727
EuroCOVIDhub-baseline,2022-08-06,natural,1.2421249304963975
EuroCOVIDhub-ensemble,2022-08-06,natural,1
HZI-AgeExtendedSEIR,2022-08-06,natural,1.9926738165356934
ICM-agentModel,2022-08-06,natural,1.3684959299965578
ILM-EKF,2022-08-06,natural,13.798666024189728
ITWW-county_repro,2022-08-06,natural,4.784606885909237
Karlen-pypm,2022-08-06,natural,1.8065437477507413
MIT_CovidAnalytics-DELPHI,2022-08-06,natural,5.5587021922440245
MOCOS-agent1,2022-08-06,natural,2.1569168284579
MUNI-ARIMA,2022-08-06,natural,1.1521696787406255
RobertWalraven-ESG,2022-08-06,natural,1.411690255361384
SDSC_ISG-TrendModel,2022-08-06,natural,1.671901178239968
ULZF-SEIRC19SI,2022-08-06,natural,2.4252698787309557
USC-SIkJalpha,2022-08-06,natural,1.0979322836553227
UpgUmibUsi-MultiBayes,2022-08-06,natural,1.5363216434323619
epiMOX-SUIHTER,2022-08-06,natural,1.8305208133482405
itwm-dSEIR,2022-08-06,natural,1.8135985820336187
EuroCOVIDhub-baseline,2022-08-13,log,1.7372829047557858
EuroCOVIDhub-ensemble,2022-08-13,log,1
HZI-AgeExtendedSEIR,2022-08-13,log,1.4533167063988426
ICM-agentModel,2022-08-13,log,0.5742980730256183
ILM-EKF,2022-08-13,log,1.3733806034367873
ITWW-county_repro,2022-08-13,log,2.3949053310637503
Karlen-pypm,2022-08-13,log,0.9256987933859873
MOCOS-agent1,2022-08-13,log,0.7437046655694819
MUNI-ARIMA,2022-08-13,log,1.3479445138293067
RobertWalraven-ESG,2022-08-13,log,1.5811081145333554
SDSC_ISG-TrendModel,2022-08-13,log,1.907073598850431
ULZF-SEIRC19SI,2022-08-13,log,1.633311017885689
USC-SIkJalpha,2022-08-13,log,1.2099959188686573
UpgUmibUsi-MultiBayes,2022-08-13,log,1.067904338992603
epiMOX-SUIHTER,2022-08-13,log,0.5877256463526
itwm-dSEIR,2022-08-13,log,0.9108496108454192
EuroCOVIDhub-baseline,2022-08-13,natural,1.322285999608487
EuroCOVIDhub-ensemble,2022-08-13,natural,1
HZI-AgeExtendedSEIR,2022-08-13,natural,1.8878905137966595
ICM-agentModel,2022-08-13,natural,1.0801851956580195
ILM-EKF,2022-08-13,natural,28.27443313856836
ITWW-county_repro,2022-08-13,natural,4.007862701208753
Karlen-pypm,2022-08-13,natural,1.1569167571617383
MOCOS-agent1,2022-08-13,natural,1.2861451495235314
MUNI-ARIMA,2022-08-13,natural,1.4959206785716042
RobertWalraven-ESG,2022-08-13,natural,1.4674603939462243
SDSC_ISG-TrendModel,2022-08-13,natural,2.5111687606221698
ULZF-SEIRC19SI,2022-08-13,natural,2.544699581138525
USC-SIkJalpha,2022-08-13,natural,1.3433070911714422
UpgUmibUsi-MultiBayes,2022-08-13,natural,1.4746962190924673
epiMOX-SUIHTER,2022-08-13,natural,0.797723859135694
itwm-dSEIR,2022-08-13,natural,1.6145491607347913
EuroCOVIDhub-baseline,2022-08-20,log,1.6210899551024371
EuroCOVIDhub-ensemble,2022-08-20,log,1
HZI-AgeExtendedSEIR,2022-08-20,log,1.7227857851644084
ICM-agentModel,2022-08-20,log,0.9420062950500191
ILM-EKF,2022-08-20,log,1.5508308668633115
ITWW-county_repro,2022-08-20,log,2.2699451766213348
Karlen-pypm,2022-08-20,log,0.7055858957818256
MOCOS-agent1,2022-08-20,log,1.3100272511985611
MUNI-ARIMA,2022-08-20,log,1.2112576787765772
RobertWalraven-ESG,2022-08-20,log,1.5720439939957531
SDSC_ISG-TrendModel,2022-08-20,log,1.1817525020179043
ULZF-SEIRC19SI,2022-08-20,log,0.8095595403908927
USC-SIkJalpha,2022-08-20,log,0.9570636883827373
UpgUmibUsi-MultiBayes,2022-08-20,log,1.1153909434163165
epiMOX-SUIHTER,2022-08-20,log,0.9586740951719761
itwm-dSEIR,2022-08-20,log,1.065396935239164
EuroCOVIDhub-baseline,2022-08-20,natural,1.3660861485423665
EuroCOVIDhub-ensemble,2022-08-20,natural,1
HZI-AgeExtendedSEIR,2022-08-20,natural,2.5245144541999385
ICM-agentModel,2022-08-20,natural,1.6933772429589475
ILM-EKF,2022-08-20,natural,30.037396212986728
ITWW-county_repro,2022-08-20,natural,3.267260142863152
Karlen-pypm,2022-08-20,natural,0.7850673910326469
MOCOS-agent1,2022-08-20,natural,2.4493751623220072
MUNI-ARIMA,2022-08-20,natural,1.5157706198912575
RobertWalraven-ESG,2022-08-20,natural,1.564253348031189
SDSC_ISG-TrendModel,2022-08-20,natural,1.7937382468762912
ULZF-SEIRC19SI,2022-08-20,natural,1.1188952552306675
USC-SIkJalpha,2022-08-20,natural,1.0132311486343404
UpgUmibUsi-MultiBayes,2022-08-20,natural,1.7268950931102984
epiMOX-SUIHTER,2022-08-20,natural,1.4460216770399534
itwm-dSEIR,2022-08-20,natural,1.7544292154480516
EuroCOVIDhub-baseline,2022-08-27,log,1.6103363965791906
EuroCOVIDhub-ensemble,2022-08-27,log,1
HZI-AgeExtendedSEIR,2022-08-27,log,1.7918927799827156
ICM-agentModel,2022-08-27,log,1.2425413803489658
ILM-EKF,2022-08-27,log,1.5411752786412496
ITWW-county_repro,2022-08-27,log,1.3885965034417884
Karlen-pypm,2022-08-27,log,0.9324270054013151
MOCOS-agent1,2022-08-27,log,0.9600560429626777
MUNI-ARIMA,2022-08-27,log,1.611745196729786
RobertWalraven-ESG,2022-08-27,log,1.1296746811256224
SDSC_ISG-TrendModel,2022-08-27,log,1.9731485720374613
ULZF-SEIRC19SI,2022-08-27,log,0.9830443639766179
USC-SIkJalpha,2022-08-27,log,1.2303377132989466
UpgUmibUsi-MultiBayes,2022-08-27,log,3.0584090843579443
epiMOX-SUIHTER,2022-08-27,log,0.5964153377620908
itwm-dSEIR,2022-08-27,log,0.521719068926309
EuroCOVIDhub-baseline,2022-08-27,natural,1.5129508263434182
EuroCOVIDhub-ensemble,2022-08-27,natural,1
HZI-AgeExtendedSEIR,2022-08-27,natural,2.3941224639536336
ICM-agentModel,2022-08-27,natural,2.126159973250144
ILM-EKF,2022-08-27,natural,24.910642352994206
ITWW-county_repro,2022-08-27,natural,1.8752894353722096
Karlen-pypm,2022-08-27,natural,0.972496039633567
MOCOS-agent1,2022-08-27,natural,1.5748519532289613
MUNI-ARIMA,2022-08-27,natural,1.9930997644859159
RobertWalraven-ESG,2022-08-27,natural,1.2140758610283222
SDSC_ISG-TrendModel,2022-08-27,natural,1.8912045085334188
ULZF-SEIRC19SI,2022-08-27,natural,1.3085053708392549
USC-SIkJalpha,2022-08-27,natural,1.2803752934102708
UpgUmibUsi-MultiBayes,2022-08-27,natural,4.171797698840967
epiMOX-SUIHTER,2022-08-27,natural,0.9043713116087126
itwm-dSEIR,2022-08-27,natural,0.6728795567052731
EuroCOVIDhub-baseline,2022-09-03,log,1.8828487391863982
EuroCOVIDhub-ensemble,2022-09-03,log,1
HZI-AgeExtendedSEIR,2022-09-03,log,1.613321824141004
ICM-agentModel,2022-09-03,log,2.1055653257707463
ILM-EKF,2022-09-03,log,1.6724581159504772
ITWW-county_repro,2022-09-03,log,1.1551080474557207
Karlen-pypm,2022-09-03,log,0.5447118184013156
MOCOS-agent1,2022-09-03,log,0.8638169692175875
MUNI-ARIMA,2022-09-03,log,1.5352783351387733
RobertWalraven-ESG,2022-09-03,log,1.0900027073661345
SDSC_ISG-TrendModel,2022-09-03,log,2.022703178316477
ULZF-SEIRC19SI,2022-09-03,log,0.8532008870743514
USC-SIkJalpha,2022-09-03,log,1.2355390866243579
UpgUmibUsi-MultiBayes,2022-09-03,log,3.7515620526815394
epiMOX-SUIHTER,2022-09-03,log,0.14449352592871817
itwm-dSEIR,2022-09-03,log,0.9947680235346212
EuroCOVIDhub-baseline,2022-09-03,natural,1.8984095828740815
EuroCOVIDhub-ensemble,2022-09-03,natural,1
HZI-AgeExtendedSEIR,2022-09-03,natural,2.294311330835599
ICM-agentModel,2022-09-03,natural,4.238353484303152
ILM-EKF,2022-09-03,natural,25.181628329514837
ITWW-county_repro,2022-09-03,natural,1.8625928760129766
Karlen-pypm,2022-09-03,natural,0.7565523589285226
MOCOS-agent1,2022-09-03,natural,1.4139918768345128
MUNI-ARIMA,2022-09-03,natural,1.8248165737012552
RobertWalraven-ESG,2022-09-03,natural,1.2609926738979038
SDSC_ISG-TrendModel,2022-09-03,natural,2.8641526231825187
ULZF-SEIRC19SI,2022-09-03,natural,1.2816416790291414
USC-SIkJalpha,2022-09-03,natural,1.4454095036394208
UpgUmibUsi-MultiBayes,2022-09-03,natural,6.514233754779342
epiMOX-SUIHTER,2022-09-03,natural,0.23428380755100972
itwm-dSEIR,2022-09-03,natural,1.3581236798007748
EuroCOVIDhub-baseline,2022-09-10,log,1.701780790302015
EuroCOVIDhub-ensemble,2022-09-10,log,1
HZI-AgeExtendedSEIR,2022-09-10,log,2.034789479316075
ICM-agentModel,2022-09-10,log,1.8923478110237122
ILM-EKF,2022-09-10,log,1.4909186017421294
ITWW-county_repro,2022-09-10,log,1.9498227756031552
Karlen-pypm,2022-09-10,log,1.0576210159703405
MOCOS-agent1,2022-09-10,log,0.7060243665656175
MUNI-ARIMA,2022-09-10,log,1.450794261845102
RobertWalraven-ESG,2022-09-10,log,1.218973259246996
ULZF-SEIRC19SI,2022-09-10,log,1.4665901219087136
USC-SIkJalpha,2022-09-10,log,1.0870808854183607
UpgUmibUsi-MultiBayes,2022-09-10,log,2.203059749947057
epiMOX-SUIHTER,2022-09-10,log,0.5251835920269559
itwm-dSEIR,2022-09-10,log,0.8998866104561429
EuroCOVIDhub-baseline,2022-09-10,natural,1.9126354074863838
EuroCOVIDhub-ensemble,2022-09-10,natural,1
HZI-AgeExtendedSEIR,2022-09-10,natural,3.2407610288465176
ICM-agentModel,2022-09-10,natural,4.19025535885515
ILM-EKF,2022-09-10,natural,38.03646589291347
ITWW-county_repro,2022-09-10,natural,3.74476762235797
Karlen-pypm,2022-09-10,natural,1.4683100755227436
MOCOS-agent1,2022-09-10,natural,1.1978487637404762
MUNI-ARIMA,2022-09-10,natural,1.7683913838837213
RobertWalraven-ESG,2022-09-10,natural,1.3415832401897303
ULZF-SEIRC19SI,2022-09-10,natural,2.6126754894385806
USC-SIkJalpha,2022-09-10,natural,1.2802543441308354
UpgUmibUsi-MultiBayes,2022-09-10,natural,4.087557445427254
epiMOX-SUIHTER,2022-09-10,natural,0.9063510513861125
itwm-dSEIR,2022-09-10,natural,1.4283485388443196
EuroCOVIDhub-baseline,2022-09-24,log,1.901941772500542
EuroCOVIDhub-ensemble,2022-09-24,log,1
HZI-AgeExtendedSEIR,2022-09-24,log,2.0330153559486974
ICM-agentModel,2022-09-24,log,1.7410589950981956
ILM-EKF,2022-09-24,log,1.4130765992443424
ITWW-county_repro,2022-09-24,log,1.3278530157338049
Karlen-pypm,2022-09-24,log,0.4836285411378932
MOCOS-agent1,2022-09-24,log,0.775552529295968
MUNI-ARIMA,2022-09-24,log,1.573419419551553
RobertWalraven-ESG,2022-09-24,log,1.6179043889200326
SDSC_ISG-TrendModel,2022-09-24,log,1.6630835853814885
ULZF-SEIRC19SI,2022-09-24,log,1.3023633014616656
USC-SIkJalpha,2022-09-24,log,1.2566998408834076
UpgUmibUsi-MultiBayes,2022-09-24,log,0.41328553080116737
epiMOX-SUIHTER,2022-09-24,log,1.6701398466397799
itwm-dSEIR,2022-09-24,log,1.2356485922433684
EuroCOVIDhub-baseline,2022-09-24,natural,1.9182932332183114
EuroCOVIDhub-ensemble,2022-09-24,natural,1
HZI-AgeExtendedSEIR,2022-09-24,natural,2.735843004565564
ICM-agentModel,2022-09-24,natural,1.9575313613274592
ILM-EKF,2022-09-24,natural,22.859706519712912
ITWW-county_repro,2022-09-24,natural,2.236632356352341
Karlen-pypm,2022-09-24,natural,0.6714342181037972
MOCOS-agent1,2022-09-24,natural,1.0791225714670925
MUNI-ARIMA,2022-09-24,natural,1.649796092020026
RobertWalraven-ESG,2022-09-24,natural,1.5466328073638587
SDSC_ISG-TrendModel,2022-09-24,natural,2.1115644688264124
ULZF-SEIRC19SI,2022-09-24,natural,2.0477556617064057
USC-SIkJalpha,2022-09-24,natural,1.4383066411668568
UpgUmibUsi-MultiBayes,2022-09-24,natural,0.6374785689230236
epiMOX-SUIHTER,2022-09-24,natural,2.4668825406933768
itwm-dSEIR,2022-09-24,natural,1.7710363289147848
EuroCOVIDhub-baseline,2022-10-01,log,1.6691793820261684
EuroCOVIDhub-ensemble,2022-10-01,log,1
HZI-AgeExtendedSEIR,2022-10-01,log,1.931935399344778
ICM-agentModel,2022-10-01,log,3.34321233531805
ILM-EKF,2022-10-01,log,1.1248401970262887
ITWW-county_repro,2022-10-01,log,1.1601989947188314
Karlen-pypm,2022-10-01,log,0.6303229149695763
MOCOS-agent1,2022-10-01,log,1.392034572153257
MUNI-ARIMA,2022-10-01,log,1.4684120677480579
RobertWalraven-ESG,2022-10-01,log,1.4172793638560777
SDSC_ISG-TrendModel,2022-10-01,log,1.997269741500587
ULZF-SEIRC19SI,2022-10-01,log,1.050763092788311
USC-SIkJalpha,2022-10-01,log,1.0799003467674697
UpgUmibUsi-MultiBayes,2022-10-01,log,2.928568978423612
epiMOX-SUIHTER,2022-10-01,log,0.33416608490059374
itwm-dSEIR,2022-10-01,log,1.3344101247760067
EuroCOVIDhub-baseline,2022-10-01,natural,1.4952141366961436
EuroCOVIDhub-ensemble,2022-10-01,natural,1
HZI-AgeExtendedSEIR,2022-10-01,natural,1.5486026485520894
ICM-agentModel,2022-10-01,natural,2.3829269819504937
ILM-EKF,2022-10-01,natural,1.113080646691462
ITWW-county_repro,2022-10-01,natural,1.3617738573805451
Karlen-pypm,2022-10-01,natural,0.7924941688827236
MOCOS-agent1,2022-10-01,natural,1.3782230131832036
MUNI-ARIMA,2022-10-01,natural,1.4647959698827338
RobertWalraven-ESG,2022-10-01,natural,1.2481197216640458
SDSC_ISG-TrendModel,2022-10-01,natural,1.2531877282453898
ULZF-SEIRC19SI,2022-10-01,natural,1.146660388537148
USC-SIkJalpha,2022-10-01,natural,1.1560644379852352
UpgUmibUsi-MultiBayes,2022-10-01,natural,2.841720392035221
epiMOX-SUIHTER,2022-10-01,natural,0.2850859051205202
itwm-dSEIR,2022-10-01,natural,1.1820845784128864
EuroCOVIDhub-baseline,2022-10-08,log,1.4006344121060492
EuroCOVIDhub-ensemble,2022-10-08,log,1
HZI-AgeExtendedSEIR,2022-10-08,log,1.4891773511926258
ICM-agentModel,2022-10-08,log,2.7446794349732344
ILM-EKF,2022-10-08,log,0.8762962817343655
ITWW-county_repro,2022-10-08,log,2.4124450574227376
Karlen-pypm,2022-10-08,log,0.5304769114261599
MOCOS-agent1,2022-10-08,log,1.0098782482737243
MUNI-ARIMA,2022-10-08,log,1.3834299693625163
RobertWalraven-ESG,2022-10-08,log,1.4559346554964754
SDSC_ISG-TrendModel,2022-10-08,log,1.2504590842732584
ULZF-SEIRC19SI,2022-10-08,log,0.24742211052178667
USC-SIkJalpha,2022-10-08,log,1.0142652135760635
UpgUmibUsi-MultiBayes,2022-10-08,log,0.4190994681575542
epiMOX-SUIHTER,2022-10-08,log,0.8866880178583659
itwm-dSEIR,2022-10-08,log,1.2848169887047372
EuroCOVIDhub-baseline,2022-10-08,natural,1.0782068635644537
EuroCOVIDhub-ensemble,2022-10-08,natural,1
HZI-AgeExtendedSEIR,2022-10-08,natural,1.3864250331311097
ICM-agentModel,2022-10-08,natural,2.503558664281487
ILM-EKF,2022-10-08,natural,0.9345995982793892
ITWW-county_repro,2022-10-08,natural,2.899112386605282
Karlen-pypm,2022-10-08,natural,0.7817730683816653
MOCOS-agent1,2022-10-08,natural,1.081665878557786
MUNI-ARIMA,2022-10-08,natural,1.1242635595349086
RobertWalraven-ESG,2022-10-08,natural,1.1093536120361613
SDSC_ISG-TrendModel,2022-10-08,natural,1.0034228044099793
ULZF-SEIRC19SI,2022-10-08,natural,0.267604195320857
USC-SIkJalpha,2022-10-08,natural,0.9471954177204125
UpgUmibUsi-MultiBayes,2022-10-08,natural,0.4323332602976322
epiMOX-SUIHTER,2022-10-08,natural,0.882451370286164
itwm-dSEIR,2022-10-08,natural,1.3829409216615554
EuroCOVIDhub-baseline,2022-10-15,log,1.8546809614245188
EuroCOVIDhub-ensemble,2022-10-15,log,1
HZI-AgeExtendedSEIR,2022-10-15,log,0.8789072437054084
ICM-agentModel,2022-10-15,log,2.693587126778903
ILM-EKF,2022-10-15,log,0.9125831414162934
ITWW-county_repro,2022-10-15,log,2.561626347835644
Karlen-pypm,2022-10-15,log,0.5564272838542367
MOCOS-agent1,2022-10-15,log,0.9077772174730143
MUNI-ARIMA,2022-10-15,log,1.5353659142647702
RobertWalraven-ESG,2022-10-15,log,2.521119783516314
SDSC_ISG-TrendModel,2022-10-15,log,2.3732881396660046
ULZF-SEIRC19SI,2022-10-15,log,0.2594573845775349
USC-SIkJalpha,2022-10-15,log,1.3733470892892505
UpgUmibUsi-MultiBayes,2022-10-15,log,1.4721827345390461
epiMOX-SUIHTER,2022-10-15,log,1.128984226290864
itwm-dSEIR,2022-10-15,log,0.711978633252716
EuroCOVIDhub-baseline,2022-10-15,natural,1.4174224319740931
EuroCOVIDhub-ensemble,2022-10-15,natural,1
HZI-AgeExtendedSEIR,2022-10-15,natural,0.8846845913120842
ICM-agentModel,2022-10-15,natural,1.9847457610173203
ILM-EKF,2022-10-15,natural,0.9006265401039723
ITWW-county_repro,2022-10-15,natural,2.192337780967958
Karlen-pypm,2022-10-15,natural,0.8113250763815665
MOCOS-agent1,2022-10-15,natural,0.8906926795137706
MUNI-ARIMA,2022-10-15,natural,1.5106945416151556
RobertWalraven-ESG,2022-10-15,natural,1.9364377363445258
SDSC_ISG-TrendModel,2022-10-15,natural,2.0899641991322233
ULZF-SEIRC19SI,2022-10-15,natural,0.26571775200875825
USC-SIkJalpha,2022-10-15,natural,1.32263530307514
UpgUmibUsi-MultiBayes,2022-10-15,natural,1.389896873282516
epiMOX-SUIHTER,2022-10-15,natural,1.147752972677968
itwm-dSEIR,2022-10-15,natural,0.8063927592267781
EuroCOVIDhub-baseline,2022-10-22,log,2.0791436010499953
EuroCOVIDhub-ensemble,2022-10-22,log,1
HZI-AgeExtendedSEIR,2022-10-22,log,0.9175321511382203
ICM-agentModel,2022-10-22,log,1.665565569783378
ILM-EKF,2022-10-22,log,1.0101310194207997
ITWW-county_repro,2022-10-22,log,5.464591262081321
Karlen-pypm,2022-10-22,log,0.8219299465505242
MOCOS-agent1,2022-10-22,log,1.0624536889319378
MUNI-ARIMA,2022-10-22,log,1.5247125066053424
RobertWalraven-ESG,2022-10-22,log,2.9368557965212037
SDSC_ISG-TrendModel,2022-10-22,log,0.9678286496782523
ULZF-SEIRC19SI,2022-10-22,log,1.0753665598764137
USC-SIkJalpha,2022-10-22,log,1.432151960364645
UpgUmibUsi-MultiBayes,2022-10-22,log,1.6861705728698473
epiMOX-SUIHTER,2022-10-22,log,2.4836517738514754
itwm-dSEIR,2022-10-22,log,1.217848708591479
EuroCOVIDhub-baseline,2022-10-22,natural,1.6660357638962207
EuroCOVIDhub-ensemble,2022-10-22,natural,1
HZI-AgeExtendedSEIR,2022-10-22,natural,0.9759023046584882
ICM-agentModel,2022-10-22,natural,1.3999650687063347
ILM-EKF,2022-10-22,natural,0.9639844227932012
ITWW-county_repro,2022-10-22,natural,4.78657010537833
Karlen-pypm,2022-10-22,natural,0.9515902363292316
MOCOS-agent1,2022-10-22,natural,1.029352513139858
MUNI-ARIMA,2022-10-22,natural,1.8586445765871964
RobertWalraven-ESG,2022-10-22,natural,2.332381517898464
SDSC_ISG-TrendModel,2022-10-22,natural,0.9555349618655457
ULZF-SEIRC19SI,2022-10-22,natural,1.2776833707363633
USC-SIkJalpha,2022-10-22,natural,1.346645343095558
UpgUmibUsi-MultiBayes,2022-10-22,natural,1.8384618655023128
epiMOX-SUIHTER,2022-10-22,natural,2.4181674443287458
itwm-dSEIR,2022-10-22,natural,1.648324505466276
EuroCOVIDhub-baseline,2022-11-05,log,1.2630027336619047
EuroCOVIDhub-ensemble,2022-11-05,log,1
HZI-AgeExtendedSEIR,2022-11-05,log,0.5728899467079163
ICM-agentModel,2022-11-05,log,0.9550179487630839
ILM-EKF,2022-11-05,log,0.9039053558320009
ITWW-county_repro,2022-11-05,log,4.254684730329871
Karlen-pypm,2022-11-05,log,0.9447280773617686
MOCOS-agent1,2022-11-05,log,1.029030989819453
MUNI-ARIMA,2022-11-05,log,1.3408145576641461
SDSC_ISG-TrendModel,2022-11-05,log,Inf
ULZF-SEIRC19SI,2022-11-05,log,0
USC-SIkJalpha,2022-11-05,log,1.1622911686746322
UpgUmibUsi-MultiBayes,2022-11-05,log,0.5658014660535378
epiMOX-SUIHTER,2022-11-05,log,1.0706155611797372
itwm-dSEIR,2022-11-05,log,1.4924126446586314
EuroCOVIDhub-baseline,2022-11-05,natural,0.9066322100636209
EuroCOVIDhub-ensemble,2022-11-05,natural,1
HZI-AgeExtendedSEIR,2022-11-05,natural,0.6374632211339489
ICM-agentModel,2022-11-05,natural,0.8331311422910527
ILM-EKF,2022-11-05,natural,0.9825530624118788
ITWW-county_repro,2022-11-05,natural,1.8456375396073463
Karlen-pypm,2022-11-05,natural,1.3267370981811517
MOCOS-agent1,2022-11-05,natural,0.9210972002754363
MUNI-ARIMA,2022-11-05,natural,1.6948518692367909
SDSC_ISG-TrendModel,2022-11-05,natural,Inf
ULZF-SEIRC19SI,2022-11-05,natural,0
USC-SIkJalpha,2022-11-05,natural,1.2155580063841167
UpgUmibUsi-MultiBayes,2022-11-05,natural,0.47078440400505633
epiMOX-SUIHTER,2022-11-05,natural,0.9643813552724703
itwm-dSEIR,2022-11-05,natural,1.8366871405415162
EuroCOVIDhub-baseline,2022-11-12,log,1.244342672148106
EuroCOVIDhub-ensemble,2022-11-12,log,1
HZI-AgeExtendedSEIR,2022-11-12,log,0.7821060681183447
ICM-agentModel,2022-11-12,log,0.7814232496352636
ILM-EKF,2022-11-12,log,1.13354657056457
ITWW-county_repro,2022-11-12,log,9.127471624909969
Karlen-pypm,2022-11-12,log,0.7038764163382263
MOCOS-agent1,2022-11-12,log,0.9945935182683914
MUNI-ARIMA,2022-11-12,log,1.366658806242013
SDSC_ISG-TrendModel,2022-11-12,log,1.6894042785382675
ULZF-SEIRC19SI,2022-11-12,log,1.1523335673989725
USC-SIkJalpha,2022-11-12,log,0.8396855190798242
UpgUmibUsi-MultiBayes,2022-11-12,log,0.8052325745429838
epiMOX-SUIHTER,2022-11-12,log,0.309181319945767
itwm-dSEIR,2022-11-12,log,2.122878662384935
EuroCOVIDhub-baseline,2022-11-12,natural,0.9383559664014842
EuroCOVIDhub-ensemble,2022-11-12,natural,1
HZI-AgeExtendedSEIR,2022-11-12,natural,0.6813188838465303
ICM-agentModel,2022-11-12,natural,0.714170586357278
ILM-EKF,2022-11-12,natural,1.2701089307920082
ITWW-county_repro,2022-11-12,natural,3.1470881548096474
